,band_singer,singer_url,active_years
87,"['Bow Wow', 'T-Pain', 'Johntá Austin']","['/wiki/Bow_Wow_(rapper)', '/wiki/T-Pain', '/wiki/Johnt%C3%A1_Austin']",1993–present 1999–present 1995–present
88,['Taylor Swift'],['/wiki/Taylor_Swift'],2004–present
89,['Rihanna'],['/wiki/Rihanna'],2003–present
90,['Red Hot Chili Peppers'],['/wiki/Red_Hot_Chili_Peppers'],1982 1982
91,"['Ludacris', 'Pharrell']","['/wiki/Ludacris', '/wiki/Pharrell_Williams']",1998–present 1990–present
92,"['Chris Brown', 'T-Pain']","['/wiki/Chris_Brown', '/wiki/T-Pain']",2002–present 1999–present
93,['Nickelback'],['/wiki/Nickelback'],1995 1995
94,"['Crime Mob', ""Lil' Scrappy""]","['/wiki/Crime_Mob', '/wiki/Lil%27_Scrappy']",2002–2008 2016-present 2003–present
95,['Justin Timberlake'],['/wiki/Justin_Timberlake'],1992–present
96,['Hinder'],['/wiki/Hinder'],2001–present
97,['Finger Eleven'],['/wiki/Finger_Eleven'],1990–present
98,"['Snoop Dogg', 'R. Kelly']","['/wiki/Snoop_Dogg', '/wiki/R._Kelly']",1992–present 1989–2019
99,"['R. Kelly', 'Usher']","['/wiki/R._Kelly', '/wiki/Usher_(musician)']",1989–2019 1993–present
