,band_singer,singer_url,active_years
36,['OneRepublic'],['/wiki/OneRepublic'],2002
37,['Beyoncé'],['/wiki/Beyonc%C3%A9'],
38,['Zach Bryan'],['/wiki/Zach_Bryan'],2017
39,"['The Weeknd', 'Ariana Grande']","['/wiki/The_Weeknd', '/wiki/Ariana_Grande']",
40,"['Silk Sonic', 'Bruno Mars', 'Anderson .Paak']","['/wiki/Silk_Sonic', '/wiki/Bruno_Mars', '/wiki/Anderson_.Paak']",2021 2007
41,['Dua Lipa'],['/wiki/Dua_Lipa'],
42,['Lil Baby'],['/wiki/Lil_Baby'],2015
43,['Bad Bunny'],['/wiki/Bad_Bunny'],
44,"['Doja Cat', 'the Weeknd']","['/wiki/Doja_Cat', '/wiki/The_Weeknd']",2012
45,['Cole Swindell'],['/wiki/Cole_Swindell'],2013
46,['Doja Cat'],['/wiki/Doja_Cat'],2012
47,"['Gunna', 'Future', 'Young Thug']","['/wiki/Gunna_(rapper)', '/wiki/Future_(rapper)', '/wiki/Young_Thug']",2013 2010
48,"['Jordan Davis', 'Luke Bryan']","['/wiki/Jordan_Davis_(singer)', '/wiki/Luke_Bryan']",2017 1996
49,['SZA'],['/wiki/SZA'],
50,['Dove Cameron'],['/wiki/Dove_Cameron'],
51,['Joji'],['/wiki/Joji_(musician)'],2006
52,['Jessica Darrow'],['/wiki/Jessica_Darrow'],
53,['Bailey Zimmerman'],['/wiki/Bailey_Zimmerman'],2020
54,['CKay'],['/wiki/CKay'],
55,['Nicki Minaj'],['/wiki/Nicki_Minaj'],
56,['Muni Long'],['/wiki/Muni_Long'],2007
57,['Morgan Wallen'],['/wiki/Morgan_Wallen'],
58,"['Becky G', 'Karol G']","['/wiki/Becky_G', '/wiki/Karol_G']",
59,"['Drake', '21 Savage', 'Project Pat']","['/wiki/Drake_(musician)', '/wiki/21_Savage', '/wiki/Project_Pat']",2013 1991
60,['Walker Hayes'],['/wiki/Walker_Hayes'],2010
61,"['Megan Thee Stallion', 'Dua Lipa']","['/wiki/Megan_Thee_Stallion', '/wiki/Dua_Lipa']",
62,['Karol G'],['/wiki/Karol_G'],
63,"['Wizkid', 'Justin Bieber', 'Tems']","['/wiki/Wizkid', '/wiki/Justin_Bieber', '/wiki/Tems']",2001 2018
64,['Mariah Carey'],['/wiki/Mariah_Carey'],
65,"['Camila Cabello', 'Ed Sheeran']","['/wiki/Camila_Cabello', '/wiki/Ed_Sheeran']",
66,['Tyler Hubbard'],['/wiki/Tyler_Hubbard'],
67,['Doja Cat'],['/wiki/Doja_Cat'],2012
68,['Bad Bunny'],['/wiki/Bad_Bunny'],
69,['Bailey Zimmerman'],['/wiki/Bailey_Zimmerman'],2020
70,['Luke Combs'],['/wiki/Luke_Combs'],2014
71,['Adele'],['/wiki/Adele'],
72,"['Neiked', 'Mae Muller', 'Polo G']","['/wiki/Neiked', '/wiki/Mae_Muller', '/wiki/Polo_G']",2015 2003 2017
73,"['The Anxiety', 'Willow']","['/wiki/The_Anxiety', '/wiki/Willow_Smith']",
74,['Lauren Spencer-Smith'],['/wiki/Lauren_Spencer-Smith'],
75,['Taylor Swift'],['/wiki/Taylor_Swift'],
76,"['Bad Bunny', 'Rauw Alejandro']","['/wiki/Bad_Bunny', '/wiki/Rauw_Alejandro']",
77,['Bad Bunny'],['/wiki/Bad_Bunny'],
78,['Chris Stapleton'],['/wiki/Chris_Stapleton'],2001
79,['Brenda Lee'],['/wiki/Brenda_Lee'],
80,"['Lil Durk', 'Morgan Wallen']","['/wiki/Lil_Durk', '/wiki/Morgan_Wallen']",2010
81,['Parmalee'],['/wiki/Parmalee'],2001 2001
82,"['Lil Durk', 'Gunna']","['/wiki/Lil_Durk', '/wiki/Gunna_(rapper)']",2010 2013
83,['Future'],['/wiki/Future_(rapper)'],
84,['Kane Brown'],['/wiki/Kane_Brown'],2014
85,['Bobby Helms'],['/wiki/Bobby_Helms'],1942 1997
86,"['Bad Bunny', 'Bomba Estéreo']","['/wiki/Bad_Bunny', '/wiki/Bomba_Est%C3%A9reo']",2005
87,['Jason Aldean'],['/wiki/Jason_Aldean'],1998
88,['Burl Ives'],['/wiki/Burl_Ives'],
89,"['Doja Cat', 'SZA']","['/wiki/Doja_Cat', '/wiki/SZA']",2012
90,['Russell Dickerson'],['/wiki/Russell_Dickerson'],2011
91,"['Cole Swindell', 'Lainey Wilson']","['/wiki/Cole_Swindell', '/wiki/Lainey_Wilson']",2013 2011
92,['Scotty McCreery'],['/wiki/Scotty_McCreery'],2011
93,['Tate McRae'],['/wiki/Tate_McRae'],2013
94,['Jon Pardi'],['/wiki/Jon_Pardi'],2012
95,"['Ernest', 'Morgan Wallen']","['/wiki/Ernest_(musician)', '/wiki/Morgan_Wallen']",2017
96,['Jnr Choi'],['/wiki/Jnr_Choi'],
97,"['Sam Smith', 'Kim Petras']","['/wiki/Sam_Smith', '/wiki/Kim_Petras']",
98,['Kane Brown'],['/wiki/Kane_Brown'],2014
99,['Maren Morris'],['/wiki/Maren_Morris'],
